product_brand_name,order_date,kegs_delivered|sum,nr_usd|sum,product_cost|sum,total_discount|sum,price_discount|sum,coupon_discount|sum,total_price|sum,growth_rate_population_age_bracket_15_64_annual,population_age_bracket_15_64_annual,disposable_personal_income_lcu_annual,unemployment_rate_quarter,real_private_consumption_growth_rate_year_on_year_quarter,nominal_private_consumption_lcu_quarter,consumer_price_index_year_on_year_percent_change_month,nominal_total_consumption_in_lcu_growth_rate_year_on_year_quarter,interest_rate_short_term_month,avg_t,precipitation,Boxing_Day,Boxing_Day_Observed,Christmas_Day,Christmas_Day_Observed,Easter_Monday,Good_Friday,Late_Summer_Bank_Holiday,May_Day,New_Years_Day,New_Years_Day_Observed,Platinum_Jubilee_of_Elizabeth_II,Spring_Bank_Holiday,abv,holiday_week,holiday_flag,week_of_quarter,Budweiser|sum,Jupiler|sum,Stella|sum,Corona|sum,Hertog|sum,BrewDog|sum,Tennent|sum,Leffe|sum,Lowenbrau|sum,Spaten|sum
BrewDog,2021-11-29,6252.0,55.1,21.65,18.28,0.0,18.28,44.26,0.22,37.14,1258.25,47.301,7.22,1211.56,1.75,7.85,0.09,32.35,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.400000000000006,0.0,0.0,9,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0
BrewDog,2021-12-06,3392.0,56.37,23.9,3.61,0.0,3.61,49.58,0.5,86.66,2935.93,110.369,16.85,2826.98,4.0,18.31,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,10,6.0,6.0,7.0,7.0,7.0,6.0,3.0,4.0,7.0,5.0
BrewDog,2021-12-13,2618.0,57.55,25.6,3.74,0.0,3.74,53.77,0.5,86.66,2935.93,110.369,16.85,2826.98,3.99,18.31,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,11,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0
BrewDog,2021-12-20,2789.0,57.38,25.2,3.84,0.0,3.84,54.21,0.5,86.66,2935.93,110.369,16.85,2826.98,3.99,18.31,0.2,75.48,9.18,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,12.0,12,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
BrewDog,2021-12-27,814.0,57.58,25.73,3.25,0.0,3.25,54.19,0.5,86.66,2935.93,110.369,16.85,2826.98,3.99,18.31,0.2,75.48,9.18,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,75.60000000000001,-12.0,12.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrewDog,2022-01-03,359.0,75.48,39.43,3.77,0.0,3.77,72.62,0.45,86.73,2978.28,109.7618,21.11,2838.92,3.85,22.03,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,-12.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrewDog,2022-01-10,462.0,74.92,42.24,9.7,0.0,9.7,76.76,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.67,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,2,3.0,6.0,6.0,5.0,6.0,2.0,5.0,4.0,6.0,6.0
BrewDog,2022-01-17,594.0,60.78,30.05,7.03,0.0,7.03,60.97,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.67,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,3,7.0,7.0,7.0,5.0,7.0,5.0,6.0,4.0,7.0,6.0
BrewDog,2022-01-24,613.0,58.01,28.03,6.86,0.0,6.86,58.6,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.67,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,4,5.0,5.0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,5.0
BrewDog,2022-01-31,1501.0,51.39,17.79,4.46,0.0,4.46,35.4,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.67,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,5,3.0,1.0,7.0,3.0,2.0,0.0,7.0,7.0,7.0,2.0
BrewDog,2022-02-07,802.0,50.19,16.08,3.71,0.0,3.71,33.96,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.49,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,6,6.0,0.0,3.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0
BrewDog,2022-02-14,405.0,62.34,30.95,6.73,0.0,6.73,62.19,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.49,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,7,7.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
BrewDog,2022-02-21,1116.0,49.64,16.89,5.02,0.0,5.02,36.9,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.49,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,8,3.0,0.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0
BrewDog,2022-02-28,2502.0,44.49,18.47,6.05,0.0,6.05,37.91,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.49,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,9,2.0,6.0,7.0,6.0,0.0,7.0,0.0,0.0,2.0,2.0
BrewDog,2022-03-07,1510.0,51.77,24.55,7.17,0.0,7.17,44.18,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.35,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,10,0.0,2.0,7.0,2.0,0.0,3.0,6.0,0.0,0.0,6.0
BrewDog,2022-03-14,1312.0,55.81,31.95,12.24,0.0,12.24,55.97,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.35,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,11,1.0,0.0,5.0,6.0,0.0,6.0,2.0,6.0,0.0,2.0
BrewDog,2022-03-21,1559.0,49.8,24.76,8.02,0.0,8.02,45.78,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.35,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,12,1.0,0.0,1.0,2.0,0.0,2.0,6.0,7.0,0.0,6.0
BrewDog,2022-03-28,1261.0,53.74,29.68,10.02,0.0,10.02,52.89,0.37,86.82,3034.75,108.9522,26.78,2854.83,3.35,27.0,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,13,0.0,6.0,2.0,0.0,6.0,1.0,2.0,2.0,6.0,2.0
BrewDog,2022-04-04,1175.0,53.97,29.7,9.66,0.0,9.66,53.06,0.37,86.82,3034.75,107.9666,20.46,2870.02,3.3,21.37,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,1,6.0,2.0,6.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0
BrewDog,2022-04-11,1831.0,46.65,22.01,7.42,0.0,7.42,42.78,0.37,86.82,3034.75,107.22739999999999,15.72,2881.42,3.26,17.15,0.2,75.48,9.18,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,8.0,2,4.0,0.0,4.0,3.0,0.0,6.0,6.0,0.0,0.0,6.0
BrewDog,2022-04-18,1746.0,53.62,29.11,9.67,0.0,9.67,52.25,0.37,86.82,3034.75,107.22739999999999,15.72,2881.42,3.26,17.15,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,-8.0,0.0,3,1.0,6.0,6.0,7.0,0.0,7.0,2.0,6.0,0.0,7.0
BrewDog,2022-04-25,1482.0,53.64,29.21,9.91,0.0,9.91,51.8,0.37,86.82,3034.75,107.22739999999999,15.72,2881.42,3.26,17.15,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,4.0,4,7.0,2.0,4.0,3.0,6.0,2.0,0.0,2.0,6.0,2.0
BrewDog,2022-05-02,1402.0,56.7,31.47,11.01,0.0,11.01,54.04,0.37,86.82,3034.75,107.22739999999999,15.72,2881.42,3.24,17.15,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,-4.0,0.0,5,4.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0
BrewDog,2022-05-09,1035.0,59.52,34.61,10.94,0.0,10.94,59.78,0.37,86.82,3034.75,107.22739999999999,15.72,2881.42,3.2,17.15,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,6,0.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
BrewDog,2022-05-16,1539.0,53.31,29.39,10.39,0.0,10.39,52.74,0.37,86.82,3034.75,107.22739999999999,15.72,2881.42,3.2,17.15,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,7,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
BrewDog,2022-05-23,833.0,73.83,51.73,19.3,0.0,19.3,82.88,0.37,86.82,3034.75,107.22739999999999,15.72,2881.42,3.2,17.15,0.2,75.48,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,8,1.0,6.0,7.0,6.0,0.0,3.0,0.0,6.0,0.0,6.0
BrewDog,2022-05-30,1490.0,98.04,54.53,15.53,0.0,15.53,99.63,0.56,130.24,4552.13,160.84109999999998,23.58,4322.13,4.8,25.72,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,75.60000000000001,0.0,12.0,9,3.0,7.0,7.0,7.0,0.0,6.0,0.0,7.0,0.0,7.0
BrewDog,2022-06-06,770.0,105.34,72.46,25.34,0.0,25.34,119.95,0.56,130.24,4552.13,160.84109999999998,23.58,4322.13,4.73,25.72,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,-12.0,0.0,10,6.0,2.0,3.0,2.0,0.0,4.0,0.0,2.0,6.0,2.0
BrewDog,2022-06-13,809.0,110.07,69.84,22.58,0.0,22.58,118.69,0.56,130.24,4552.13,160.84109999999998,23.58,4322.13,4.72,25.72,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,11,3.0,6.0,0.0,6.0,0.0,5.0,0.0,0.0,2.0,3.0
BrewDog,2022-06-20,0.0,53.59,24.98,5.93,0.0,5.93,49.995000000000005,0.56,130.24,4552.13,160.84109999999998,23.58,4322.13,4.72,25.72,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,12,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0
BrewDog,2022-06-27,0.0,55.66,27.705,6.635,0.0,6.635,53.54,0.56,130.24,4552.13,160.84109999999998,23.58,4322.13,4.72,25.72,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,13,0.0,3.0,1.0,0.0,3.0,0.5,1.0,1.0,3.0,1.0
BrewDog,2022-07-04,0.0,64.725,34.565,6.715,0.0,6.715,62.84,0.56,130.24,4552.13,159.9711,14.0,4349.36,4.66,18.37,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,1,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
BrewDog,2022-07-11,0.0,60.785,32.125,8.559999999999999,0.0,8.559999999999999,59.77,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.62,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,2,3.5,3.0,5.0,4.0,3.0,4.0,5.5,2.0,3.0,6.0
BrewDog,2022-07-18,0.0,57.2,29.58,8.35,0.0,8.35,56.61,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.62,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,3,4.0,6.5,6.5,6.0,3.5,6.0,4.0,5.0,3.5,6.5
BrewDog,2022-07-25,0.0,55.825,28.62,8.385,0.0,8.385,55.2,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.62,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,4,6.0,3.5,5.5,4.5,6.5,3.5,3.5,4.0,6.0,3.5
BrewDog,2022-08-01,0.0,54.045,24.63,7.734999999999999,0.0,7.734999999999999,44.72,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.59,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,5,3.5,0.5,6.5,4.5,2.0,0.0,3.5,3.5,4.5,1.0
BrewDog,2022-08-08,0.0,54.855000000000004,25.345,7.324999999999999,0.0,7.324999999999999,46.870000000000005,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.44,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,6,3.0,0.0,5.0,2.0,0.0,0.5,3.5,1.0,1.0,0.0
BrewDog,2022-08-15,0.0,57.825,30.17,8.56,0.0,8.56,57.465,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.44,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,7,4.0,0.0,1.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0
BrewDog,2022-08-22,0.0,61.735,34.31,12.16,0.0,12.16,59.89,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.44,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,6.0,8,2.0,3.0,6.5,3.0,0.0,4.5,1.0,3.0,0.0,6.0
BrewDog,2022-08-29,0.0,65.87666666666667,31.55,13.286666666666667,0.0,13.286666666666667,60.599999999999994,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.44,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,-6.0,0.0,9,4.0,6.666666666666667,7.0,6.666666666666667,2.3333333333333335,4.666666666666667,2.3333333333333335,4.666666666666667,3.0,5.333333333333333
BrewDog,2022-09-05,0.0,71.16000000000001,40.303333333333335,12.04,0.0,12.04,71.23666666666666,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.37,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,10,4.0,3.3333333333333335,5.666666666666667,3.6666666666666665,2.3333333333333335,4.333333333333333,3.0,2.0,4.333333333333333,4.333333333333333
BrewDog,2022-09-12,0.0,74.47666666666667,42.46333333333333,12.853333333333333,0.0,12.853333333333333,76.14333333333333,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.35,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,11,3.6666666666666665,4.333333333333333,4.0,6.333333333333333,2.3333333333333335,6.0,3.0,4.0,3.0,4.0
BrewDog,2022-09-19,0.0,53.59,24.98,5.93,0.0,5.93,49.995000000000005,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.35,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,12,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.0,2.6666666666666665,3.0,0.6666666666666666,3.6666666666666665
BrewDog,2022-09-26,0.0,55.66,27.705,6.635,0.0,6.635,53.54,0.56,130.24,4552.13,159.3186,6.81,4369.79,4.35,12.86,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,13,0.0,3.0,1.0,0.0,3.0,0.5,1.0,1.0,3.0,1.0
BrewDog,2022-10-03,0.0,64.725,34.565,6.715,0.0,6.715,62.84,0.56,130.24,4552.13,158.8236,6.81,4392.4,4.31,12.63,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,1,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
BrewDog,2022-10-10,0.0,60.785,32.125,8.559999999999999,0.0,8.559999999999999,59.77,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.27,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,2,3.5,3.0,5.0,4.0,3.0,4.0,5.5,2.0,3.0,6.0
BrewDog,2022-10-17,0.0,57.2,29.58,8.35,0.0,8.35,56.61,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.27,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,3,4.0,6.5,6.5,6.0,3.5,6.0,4.0,5.0,3.5,6.5
BrewDog,2022-10-24,0.0,55.825,28.62,8.385,0.0,8.385,55.2,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.27,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,4,6.0,3.5,5.5,4.5,6.5,3.5,3.5,4.0,6.0,3.5
BrewDog,2022-10-31,0.0,54.045,24.63,7.734999999999999,0.0,7.734999999999999,44.72,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.27,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,5,3.5,0.5,6.5,4.5,2.0,0.0,3.5,3.5,4.5,1.0
BrewDog,2022-11-07,0.0,54.855000000000004,25.345,7.324999999999999,0.0,7.324999999999999,46.870000000000005,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.31,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,6,3.0,0.0,5.0,2.0,0.0,0.5,3.5,1.0,1.0,0.0
BrewDog,2022-11-14,0.0,57.825,30.17,8.56,0.0,8.56,57.465,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.31,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,7,4.0,0.0,1.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0
BrewDog,2022-11-21,0.0,61.735,34.31,12.16,0.0,12.16,59.89,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.31,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,8,2.0,3.0,6.5,3.0,0.0,4.5,1.0,3.0,0.0,6.0
BrewDog,2022-11-28,0.0,65.87666666666667,31.55,13.286666666666667,0.0,13.286666666666667,60.599999999999994,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.31,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,9,4.0,6.666666666666667,7.0,6.666666666666667,2.3333333333333335,4.666666666666667,2.3333333333333335,4.666666666666667,3.0,5.333333333333333
BrewDog,2022-12-05,0.0,71.16000000000001,40.303333333333335,12.04,0.0,12.04,71.23666666666666,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.34,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,10,4.0,3.3333333333333335,5.666666666666667,3.6666666666666665,2.3333333333333335,4.333333333333333,3.0,2.0,4.333333333333333,4.333333333333333
BrewDog,2022-12-12,0.0,74.47666666666667,42.46333333333333,12.853333333333333,0.0,12.853333333333333,76.14333333333333,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.35,12.31,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,11,3.6666666666666665,4.333333333333333,4.0,6.333333333333333,2.3333333333333335,6.0,3.0,4.0,3.0,4.0
BrewDog,2022-12-19,0.0,53.59,24.98,5.93,0.0,5.93,49.995000000000005,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.35,12.31,0.3,113.22,13.78,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,12.0,12,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.0,2.6666666666666665,3.0,0.6666666666666666,3.6666666666666665
BrewDog,2022-12-26,0.0,55.66,27.705,6.635,0.0,6.635,53.54,0.56,130.24,4552.13,158.1636,6.81,4422.55,4.35,12.31,0.3,113.22,13.78,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,-12.0,6.0,13,0.0,3.0,1.0,0.0,3.0,0.5,1.0,1.0,3.0,1.0
BrewDog,2023-01-02,0.0,64.725,34.565,6.715,0.0,6.715,62.84,0.52,130.29,4602.47,157.851,7.19,4440.81,4.38,12.65,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,-6.0,0.0,1,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
BrewDog,2023-01-09,0.0,60.785,32.125,8.559999999999999,0.0,8.559999999999999,59.77,0.43,130.42,4728.31,157.0695,8.15,4486.45,4.43,13.5,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,2,3.5,3.0,5.0,4.0,3.0,4.0,5.5,2.0,3.0,6.0
BrewDog,2023-01-16,0.0,57.2,29.58,8.35,0.0,8.35,56.61,0.43,130.42,4728.31,157.0695,8.15,4486.45,4.43,13.5,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,3,4.0,6.5,6.5,6.0,3.5,6.0,4.0,5.0,3.5,6.5
BrewDog,2023-01-23,0.0,55.825,28.62,8.385,0.0,8.385,55.2,0.43,130.42,4728.31,157.0695,8.15,4486.45,4.43,13.5,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,4,6.0,3.5,5.5,4.5,6.5,3.5,3.5,4.0,6.0,3.5
BrewDog,2023-01-30,0.0,54.045,24.63,7.734999999999999,0.0,7.734999999999999,44.72,0.43,130.42,4728.31,157.0695,8.15,4486.45,4.43,13.5,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,5,3.5,0.5,6.5,4.5,2.0,0.0,3.5,3.5,4.5,1.0
BrewDog,2023-02-06,0.0,54.855000000000004,25.345,7.324999999999999,0.0,7.324999999999999,46.870000000000005,0.43,130.42,4728.31,157.0695,8.15,4486.45,4.47,13.5,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,6,3.0,0.0,5.0,2.0,0.0,0.5,3.5,1.0,1.0,0.0
BrewDog,2023-02-13,0.0,57.825,30.17,8.56,0.0,8.56,57.465,0.43,130.42,4728.31,157.0695,8.15,4486.45,4.47,13.5,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,7,4.0,0.0,1.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0
BrewDog,2023-02-20,0.0,61.735,34.31,12.16,0.0,12.16,59.89,0.43,130.42,4728.31,157.0695,8.15,4486.45,4.47,13.5,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,8,2.0,3.0,6.5,3.0,0.0,4.5,1.0,3.0,0.0,6.0
BrewDog,2023-02-27,0.0,65.87666666666667,31.55,13.286666666666667,0.0,13.286666666666667,60.599999999999994,0.43,130.42,4728.31,157.0695,8.15,4486.45,4.47,13.5,0.3,113.22,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60000000000001,0.0,0.0,9,4.0,6.666666666666667,7.0,6.666666666666667,2.3333333333333335,4.666666666666667,2.3333333333333335,4.666666666666667,3.0,5.333333333333333
